통계표,계정코드,통화계약구분코드,단위,가중치,변환,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12
"4.3.2.1. 수입물가지수(기본분류)","          전선및케이블","계약통화기준","2015=100","1.5","원자료","92.47","92.47","93.58","94.86","94.86","95.65","95.65","95.65","95.65","95.65","95.65","94.73","96.24","96.24","99.52","99.52","99.52","97.37","97.37","97.37","96.79","96.79","96.79","96.79","96.79","96.79","95.79","95.79","95.79","93.49","93.49","93.49","93.28","93.28","93.28","92.76"
"4.3.2.1. 수입물가지수(기본분류)","          전선및케이블","달러기준","2015=100","1.5","원자료","94.28","94.28","95.41","96.72","96.72","97.52","97.52","97.52","97.52","97.52","97.52","96.58","98.12","98.12","101.47","101.47","101.47","99.27","99.27","99.27","98.68","98.68","98.68","98.68","98.68","98.68","97.66","97.66","97.66","95.32","95.32","95.32","95.10","95.10","95.10","94.57"
"4.3.2.1. 수입물가지수(기본분류)","        가정용전기기기","원화기준","2019.12=100","5.7","원자료","82.26","83.44","85.08","85.49","86.28","86.69","88.31","88.44","88.51","89.39","90.41","92.67","92.84","93.24","94.24","95.40","97.92","97.53","97.22","97.39","101.46","103.35","100.00","97.19","93.02","95.57","96.77","97.95","98.33","96.72","93.25","95.34","95.39","96.57","94.26","93.42"
"4.3.2.1. 수입물가지수(기본분류)","        가정용전기기기","계약통화기준","2019.12=100","5.7","원자료","86.61","86.88","87.29","88.49","89.04","89.59","89.70","88.72","88.18","88.18","89.20","91.40","90.88","91.00","90.48","90.88","90.88","90.06","87.95","87.45","86.91","86.63","87.18","88.60","87.68","88.64","87.66","87.90","87.76","88.15","85.58","85.65","85.07","84.96","85.14","84.73"
"4.3.2.1. 수입물가지수(기본분류)","        가정용전기기기","달러기준","2019.12=100","5.7","원자료","88.14","88.26","88.47","89.81","90.32","90.91","90.78","89.63","89.00","88.87","89.88","92.06","91.43","91.50","90.74","91.04","90.67","89.78","87.45","86.86","85.73","85.18","86.20","88.18","87.72","88.44","87.17","87.27","87.07","87.72","85.26","85.05","84.39","84.09","84.61","84.26"
"4.3.2.1. 수입물가지수(기본분류)","          기타가정용전기기기","원화기준","2019.12=100","3.1","원자료","82.44","83.71","85.51","86.97","88.16","89.03","86.20","85.35","84.89","85.62","87.48","91.54","88.97","89.41","89.73","91.09","93.17","92.01","89.58","89.18","91.77","92.90","90.93","90.24","89.10","92.19","92.18","93.40","93.56","92.65","91.11","92.96","92.40","93.25","91.50","90.37"
"4.3.2.1. 수입물가지수(기본분류)","          기타가정용전기기기","계약통화기준","2019.12=100","3.1","원자료","86.81","87.30","88.05","90.24","91.24","92.25","87.99","86.21","85.24","85.24","87.10","91.09","87.96","88.16","87.23","87.95","87.95","86.47","82.74","81.84","80.88","80.37","81.34","83.88","85.25","86.98","85.21","85.64","85.39","86.09","85.18","85.31","84.27","84.05","84.37","83.62"
"4.3.2.1. 수입물가지수(기본분류)","          기타가정용전기기기","달러기준","2019.12=100","3.1","원자료","88.32","88.54","88.91","91.37","92.30","93.37","88.61","86.50","85.36","85.12","86.97","90.94","87.62","87.74","86.41","86.92","86.27","84.70","80.57","79.54","77.54","76.58","78.38","81.86","84.00","85.31","83.01","83.20","82.83","84.01","83.28","82.91","81.72","81.18","82.11","81.48"
"4.3.2.1. 수입물가지수(기본분류)","          주방용및난방용전기기기","원화기준","2020.12=100","2.6","원자료","100.22","101.51","103.28","102.22","102.57","102.39","110.99","112.58","113.47","114.76","114.77","114.85","119.42","119.86","122.13","123.26","127.01","127.76","130.77","131.87","139.19","142.69","136.44","129.64","119.87","122.13","125.49","126.87","127.66","124.62","117.40","120.34","121.34","123.27","119.61","119.01"
"4.3.2.1. 수입물가지수(기본분류)","          주방용및난방용전기기기","계약통화기준","2020.12=100","2.6","원자료","100.00","100.00","100.00","100.00","100.00","100.00","106.25","106.25","106.25","106.25","106.25","106.25","109.52","109.52","109.52","109.53","109.53","109.53","109.53","109.53","109.53","109.53","109.53","109.53","105.26","105.26","105.26","105.26","105.26","105.26","99.96","99.96","99.96","99.96","99.96","99.96"
"4.3.2.1. 수입물가지수(기본분류)","          주방용및난방용전기기기","달러기준","2020.12=100","2.6","원자료","100.00","100.00","100.00","100.00","100.00","100.00","106.25","106.25","106.25","106.25","106.25","106.25","109.52","109.52","109.52","109.53","109.53","109.53","109.53","109.53","109.53","109.53","109.53","109.53","105.26","105.26","105.26","105.26","105.26","105.26","99.96","99.96","99.96","99.96","99.96","99.96"
"4.3.2.1. 수입물가지수(기본분류)","        기타전기장비","원화기준","2015=100","6.0","원자료","232.81","235.87","240.40","237.86","239.60","239.23","254.34","257.98","220.56","223.19","223.37","227.00","254.17","262.43","266.09","275.76","281.96","281.84","288.90","291.58","303.95","309.38","296.92","285.50","279.85","283.33","290.41","280.65","280.65","271.25","256.35","261.58","262.55","237.42","230.88","230.91"
"4.3.2.1. 수입물가지수(기본분류)","        기타전기장비","계약통화기준","2015=100","6.0","원자료","239.09","239.09","239.70","239.70","240.29","240.29","250.62","250.62","212.48","212.48","212.48","215.70","239.71","246.67","246.67","256.21","256.40","256.40","257.72","257.72","257.72","257.72","257.37","257.37","259.92","259.20","259.09","247.49","247.46","246.77","235.11","235.11","234.88","209.60","210.01","209.01"
"4.3.2.1. 수입물가지수(기본분류)","        기타전기장비","달러기준","2015=100","6.0","원자료","239.86","239.90","240.33","240.26","241.18","241.23","251.40","251.40","213.24","213.38","213.52","216.85","240.73","247.64","246.41","253.04","251.07","249.51","249.88","250.07","246.97","245.21","246.12","249.05","253.71","252.11","251.49","240.38","238.91","236.52","225.34","224.32","223.30","198.77","199.24","200.24"
"4.3.2.1. 수입물가지수(기본분류)","          전구및램프","원화기준","2015=100","0.7","원자료","100.84","102.40","105.82","104.47","108.49","108.50","112.02","113.62","115.48","117.31","117.98","118.74","121.48","122.16","124.33","124.12","123.03","124.27","126.52","126.30","129.20","129.32","121.98","119.37","117.79","116.28","117.73","119.30","118.09","109.34","107.90","109.82","108.94","110.43","109.95","106.31"
"4.3.2.1. 수입물가지수(기본분류)","          전구및램프","계약통화기준","2015=100","0.7","원자료","98.30","98.30","100.57","100.57","102.87","102.87","104.86","104.86","105.44","105.44","105.44","105.75","107.03","107.03","107.03","107.03","107.81","107.81","107.81","107.83","107.83","107.83","106.46","106.46","106.39","103.43","102.99","102.99","102.80","99.93","99.93","99.93","98.94","98.94","100.56","96.47"
"4.3.2.1. 수입물가지수(기본분류)","          전구및램프","달러기준","2015=100","0.7","원자료","103.91","104.17","105.82","105.55","109.24","109.44","110.74","110.74","111.68","112.17","112.80","113.45","115.07","115.30","115.16","113.90","109.57","110.02","109.45","108.34","105.00","102.51","101.13","104.15","106.82","103.48","101.98","102.21","100.56","95.37","94.87","94.20","92.66","92.46","94.90","92.20"
"4.3.2.1. 수입물가지수(기본분류)","          기타전기장비","원화기준","2015=100","5.3","원자료","257.39","260.73","265.27","262.54","263.43","262.97","280.65","284.66","237.62","240.33","240.35","244.62","277.40","287.40","291.29","303.30","311.30","310.79","318.84","322.21","336.62","343.30","330.14","316.81","310.32","315.04","323.34","310.82","311.20","302.21","284.24","290.13","291.59","260.16","252.24","253.35"
"4.3.2.1. 수입물가지수(기본분류)","          기타전기장비","계약통화기준","2015=100","5.3","원자료","265.22","265.22","265.22","265.22","265.22","265.22","277.45","277.45","229.79","229.79","229.79","233.70","263.15","271.82","271.82","283.67","283.67","283.67","285.30","285.30","285.30","285.30","285.30","285.30","288.47","288.47","288.47","274.17","274.17","274.17","259.82","259.82","259.82","228.73","228.73","228.73"
"4.3.2.1. 수입물가지수(기본분류)","          기타전기장비","달러기준","2015=100","5.3","원자료","265.22","265.22","265.22","265.22","265.22","265.22","277.45","277.45","229.79","229.79","229.79","233.70","262.75","271.23","269.76","278.34","277.24","275.16","275.79","276.37","273.55","272.12","273.69","276.37","281.32","280.35","280.02","266.25","264.93","263.52","249.87","248.82","248.01","217.83","217.67","219.69"
"4.3.2.1. 수입물가지수(기본분류)","    기계및장비","원화기준","2015=100","62.8","원자료","104.28","104.88","105.61","104.45","105.32","104.68","106.06","107.54","108.61","108.22","107.48","107.36","109.12","110.14","110.54","109.19","111.19","111.03","111.79","113.33","116.92","118.87","116.02","113.38","111.23","112.62","115.57","117.63","117.03","113.45","113.44","115.00","114.75","115.32","112.78","113.53"
"4.3.2.1. 수입물가지수(기본분류)","    기계및장비","계약통화기준","2015=100","62.8","원자료","100.57","100.60","101.04","100.94","100.96","101.00","101.02","101.04","101.33","101.16","101.18","101.22","102.17","102.82","103.08","103.02","103.36","103.72","103.74","104.25","104.42","104.54","104.57","104.57","104.92","104.97","105.12","105.07","104.86","104.86","104.99","105.01","105.07","104.75","104.79","104.67"
"4.3.2.1. 수입물가지수(기본분류)","    기계및장비","달러기준","2015=100","62.8","원자료","107.47","106.70","105.60","105.53","106.04","105.58","104.85","104.80","105.02","103.47","102.76","102.58","103.36","103.95","102.37","100.21","99.03","98.31","96.70","97.22","95.03","94.23","96.21","98.93","100.87","100.25","100.11","100.79","99.65","98.95","99.74","98.65","97.62","96.57","97.35","98.47"
"4.3.2.1. 수입물가지수(기본분류)","      일반목적용기계","원화기준","2015=100","33.6","원자료","103.21","104.04","105.80","104.87","105.72","105.25","106.78","108.31","109.85","109.67","109.15","109.18","111.45","113.15","114.22","113.41","116.06","116.05","116.81","118.93","123.26","125.71","122.31","118.95","116.44","118.11","121.40","123.24","122.65","119.08","119.05","120.97","121.06","121.54","118.72","119.09"
"4.3.2.1. 수입물가지수(기본분류)","      일반목적용기계","계약통화기준","2015=100","33.6","원자료","101.55","101.62","102.71","102.81","102.88","102.96","103.01","103.06","103.77","103.44","103.50","103.67","105.06","106.34","106.86","106.88","107.55","107.85","107.53","108.52","108.85","109.12","109.16","109.17","109.61","109.72","110.01","109.87","109.44","109.44","109.70","109.73","109.86","109.22","109.30","109.07"
"4.3.2.1. 수입물가지수(기본분류)","      일반목적용기계","달러기준","2015=100","33.6","원자료","106.35","105.85","105.78","105.93","106.44","106.14","105.56","105.56","106.22","104.86","104.35","104.32","105.57","106.80","105.79","104.08","103.36","102.74","101.05","102.02","100.19","99.66","101.43","103.80","105.60","105.14","105.16","105.61","104.44","103.88","104.69","103.79","103.00","101.79","102.48","103.30"
"4.3.2.1. 수입물가지수(기본분류)","        내연기관및터빈","원화기준","2015=100","3.6","원자료","107.07","108.82","109.80","109.73","110.91","111.17","112.41","114.38","115.12","115.91","115.09","114.62","116.84","117.52","118.41","119.89","122.46","122.87","124.72","125.28","130.37","133.81","130.04","125.96","123.67","127.01","130.81","134.51","135.95","132.17","133.03","135.71","135.52","137.12","134.80","135.34"
"4.3.2.1. 수입물가지수(기본분류)","        내연기관및터빈","계약통화기준","2015=100","3.6","원자료","103.91","104.78","105.11","105.99","105.99","106.81","106.81","107.28","107.12","107.53","107.50","107.50","108.65","109.02","109.41","110.84","111.38","111.38","112.05","111.72","111.72","112.41","112.41","112.41","113.84","115.00","115.37","116.22","117.23","117.23","117.88","118.15","118.15","118.15","118.72","118.72"
"4.3.2.1. 수입물가지수(기본분류)","        내연기관및터빈","달러기준","2015=100","3.6","원자료","110.34","110.71","109.78","110.87","111.68","112.13","111.14","111.48","111.33","110.82","110.03","109.52","110.68","110.91","109.67","110.03","109.07","108.80","107.89","107.48","105.97","106.07","107.83","109.90","112.15","113.00","113.31","115.25","115.76","115.27","116.97","116.42","115.27","114.81","116.34","117.37"
"4.3.2.1. 수입물가지수(기본분류)","          내연기관및터빈","원화기준","2015=100","3.6","원자료","107.07","108.82","109.80","109.73","110.91","111.17","112.41","114.38","115.12","115.91","115.09","114.62","116.84","117.52","118.41","119.89","122.46","122.87","124.72","125.28","130.37","133.81","130.04","125.96","123.67","127.01","130.81","134.51","135.95","132.17","133.03","135.71","135.52","137.12","134.80","135.34"
"4.3.2.1. 수입물가지수(기본분류)","          내연기관및터빈","계약통화기준","2015=100","3.6","원자료","103.91","104.78","105.11","105.99","105.99","106.81","106.81","107.28","107.12","107.53","107.50","107.50","108.65","109.02","109.41","110.84","111.38","111.38","112.05","111.72","111.72","112.41","112.41","112.41","113.84","115.00","115.37","116.22","117.23","117.23","117.88","118.15","118.15","118.15","118.72","118.72"
"4.3.2.1. 수입물가지수(기본분류)","          내연기관및터빈","달러기준","2015=100","3.6","원자료","110.34","110.71","109.78","110.87","111.68","112.13","111.14","111.48","111.33","110.82","110.03","109.52","110.68","110.91","109.67","110.03","109.07","108.80","107.89","107.48","105.97","106.07","107.83","109.90","112.15","113.00","113.31","115.25","115.76","115.27","116.97","116.42","115.27","114.81","116.34","117.37"
"4.3.2.1. 수입물가지수(기본분류)","        펌프및압축기","원화기준","2015=100","7.0","원자료","101.21","101.94","102.55","101.68","102.83","102.18","102.89","104.22","105.07","105.21","104.44","104.17","107.12","108.05","108.39","107.40","109.31","109.48","107.47","109.36","113.67","118.97","115.74","112.44","110.10","111.82","114.82","116.49","117.25","113.99","114.91","117.12","117.33","115.72","112.77","112.98"
"4.3.2.1. 수입물가지수(기본분류)","        펌프및압축기","계약통화기준","2015=100","7.0","원자료","98.45","98.39","98.39","98.42","98.42","98.42","98.13","98.16","98.16","98.17","98.17","98.23","100.12","100.60","100.60","100.12","100.12","100.14","97.69","98.75","98.75","101.31","101.31","101.32","101.99","101.99","101.99","101.82","102.29","102.29","103.50","103.50","103.50","100.96","100.96","100.96"
"4.3.2.1. 수입물가지수(기본분류)","        펌프및압축기","달러기준","2015=100","7.0","원자료","104.35","103.75","102.58","102.78","103.59","103.12","101.77","101.63","101.65","100.65","99.89","99.58","101.51","102.02","100.44","98.61","97.40","96.99","93.02","93.86","92.44","94.36","96.03","98.16","99.91","99.58","99.51","99.86","99.90","99.49","101.10","100.53","99.87","96.95","97.39","98.04"
"4.3.2.1. 수입물가지수(기본분류)","          펌프및압축기","원화기준","2015=100","7.0","원자료","101.21","101.94","102.55","101.68","102.83","102.18","102.89","104.22","105.07","105.21","104.44","104.17","107.12","108.05","108.39","107.40","109.31","109.48","107.47","109.36","113.67","118.97","115.74","112.44","110.10","111.82","114.82","116.49","117.25","113.99","114.91","117.12","117.33","115.72","112.77","112.98"
"4.3.2.1. 수입물가지수(기본분류)","          펌프및압축기","계약통화기준","2015=100","7.0","원자료","98.45","98.39","98.39","98.42","98.42","98.42","98.13","98.16","98.16","98.17","98.17","98.23","100.12","100.60","100.60","100.12","100.12","100.14","97.69","98.75","98.75","101.31","101.31","101.32","101.99","101.99","101.99","101.82","102.29","102.29","103.50","103.50","103.50","100.96","100.96","100.96"
"4.3.2.1. 수입물가지수(기본분류)","          펌프및압축기","달러기준","2015=100","7.0","원자료","104.35","103.75","102.58","102.78","103.59","103.12","101.77","101.63","101.65","100.65","99.89","99.58","101.51","102.02","100.44","98.61","97.40","96.99","93.02","93.86","92.44","94.36","96.03","98.16","99.91","99.58","99.51","99.86","99.90","99.49","101.10","100.53","99.87","96.95","97.39","98.04"
"4.3.2.1. 수입물가지수(기본분류)","        일반목적용기계부품","원화기준","2015=100","7.3","원자료","102.36","102.39","101.63","100.36","100.95","100.04","101.58","103.25","105.92","105.21","104.56","105.07","106.77","106.92","106.97","103.04","105.88","104.38","104.75","106.39","108.34","108.71","107.10","106.47","105.97","106.45","111.09","112.95","110.99","106.01","105.60","106.09","105.16","105.36","102.51","105.05"
"4.3.2.1. 수입물가지수(기본분류)","        일반목적용기계부품","계약통화기준","2015=100","7.3","원자료","96.47","96.47","96.47","96.47","96.47","96.47","96.47","96.47","98.41","98.80","99.04","99.44","100.78","100.78","101.58","101.58","103.30","104.29","104.24","104.24","105.11","105.11","105.29","105.29","105.83","105.83","107.93","107.93","107.66","107.66","107.66","107.66","107.66","107.43","107.51","107.51"
"4.3.2.1. 수입물가지수(기본분류)","        일반목적용기계부품","달러기준","2015=100","7.3","원자료","105.47","104.15","101.60","101.38","101.62","100.89","100.40","100.61","102.42","100.58","99.96","100.38","101.13","100.90","99.03","94.55","94.29","92.41","90.61","91.27","88.04","86.16","88.79","92.88","96.08","94.74","96.20","96.76","94.49","92.44","92.82","90.99","89.44","88.21","88.46","91.09"
"4.3.2.1. 수입물가지수(기본분류)","          밸브","원화기준","2015=100","3.5","원자료","96.06","95.99","95.11","93.80","94.10","93.24","94.98","96.67","101.02","99.85","99.08","99.35","100.88","100.96","100.29","96.12","97.46","94.64","95.93","97.70","98.29","98.31","96.91","96.43","96.32","96.57","99.35","100.65","98.86","94.06","93.37","93.67","92.92","92.91","90.07","92.69"
"4.3.2.1. 수입물가지수(기본분류)","          밸브","계약통화기준","2015=100","3.5","원자료","92.52","92.52","92.52","92.52","92.52","92.52","92.52","92.52","96.20","96.20","96.14","96.14","97.51","97.51","97.51","97.51","97.74","97.74","98.34","98.34","98.34","98.34","98.69","98.69","99.33","99.33","99.95","99.95","99.90","99.90","99.90","99.90","99.90","99.48","99.64","99.64"
"4.3.2.1. 수입물가지수(기본분류)","          밸브","달러기준","2015=100","3.5","원자료","98.97","97.62","95.07","94.74","94.71","94.01","93.87","94.19","97.66","95.44","94.71","94.90","95.54","95.26","92.83","88.18","86.78","83.77","82.96","83.79","79.86","77.90","80.32","84.11","87.31","85.94","86.01","86.21","84.14","82.01","82.07","80.33","79.02","77.78","77.72","80.36"
"4.3.2.1. 수입물가지수(기본분류)","          베어링,기어및동력전달장치","원화기준","2015=100","3.8","원자료","110.94","111.08","110.45","109.22","110.18","109.17","110.51","112.16","112.89","112.72","112.19","112.99","114.92","115.16","116.06","112.38","117.04","117.10","116.40","117.91","121.50","122.27","120.39","119.58","118.61","119.36","126.29","128.85","126.67","121.43","121.33","122.06","120.91","121.36","118.47","120.94"
"4.3.2.1. 수입물가지수(기본분류)","          베어링,기어및동력전달장치","계약통화기준","2015=100","3.8","원자료","101.40","101.40","101.40","101.40","101.40","101.40","101.40","101.40","101.40","102.22","102.79","103.66","104.98","104.98","106.70","106.70","110.11","112.24","111.44","111.44","113.29","113.29","113.29","113.29","113.71","113.71","117.49","117.49","116.95","116.95","116.95","116.95","116.95","116.95","116.95","116.95"
"4.3.2.1. 수입물가지수(기본분류)","          베어링,기어및동력전달장치","달러기준","2015=100","3.8","원자료","114.32","113.00","110.42","110.33","110.91","110.10","109.23","109.29","109.16","107.75","107.25","107.95","108.85","108.67","107.46","103.12","104.23","103.69","100.68","101.13","98.74","96.91","99.83","104.32","107.54","106.24","109.37","110.38","107.83","105.88","106.66","104.69","102.84","101.61","102.24","104.88"
"4.3.2.1. 수입물가지수(기본분류)","        산업용운반기계","원화기준","2016.12=100","4.3","원자료","129.73","131.40","147.06","145.55","146.06","145.80","148.75","150.87","152.06","153.80","153.81","153.92","155.26","171.41","174.65","176.27","181.64","182.70","187.00","200.40","211.52","216.84","207.35","197.02","189.57","193.14","198.46","200.65","197.59","192.90","191.35","196.13","197.77","200.92","194.93","193.99"
"4.3.2.1. 수입물가지수(기본분류)","        산업용운반기계","계약통화기준","2016.12=100","4.3","원자료","139.74","139.74","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","169.08","169.08","169.08","169.08","169.08","169.08","179.67","179.67","179.67","179.67","179.67","179.67","179.67","179.67","179.67","175.84","175.84","175.84","175.84","175.84","175.84","175.84","175.84"
"4.3.2.1. 수입물가지수(기본분류)","        산업용운반기계","달러기준","2016.12=100","4.3","원자료","139.74","139.74","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","153.71","169.08","169.08","169.08","169.08","169.08","169.08","179.67","179.67","179.67","179.67","179.67","179.67","179.67","179.67","179.67","175.84","175.84","175.84","175.84","175.84","175.84","175.84","175.84"
"4.3.2.1. 수입물가지수(기본분류)","          산업용운반기계","원화기준","2016.12=100","4.3","원자료","129.73","131.40","147.06","145.55","146.06","145.80","148.75","150.87","152.06","153.80","153.81","153.92","155.26","171.41","174.65","176.27","181.64","182.70","187.00","200.40","211.52","216.84","207.35","197.02","189.57","193.14","198.46","200.65","197.59","192.90","191.35","196.13","197.77","200.92","194.93","193.99"
